"symbol","mean","median","mode","skewness","kurtosis"
"GS",0.000469225551721341,0.000623249885826738,"numeric",-0.219772008955011,12.770133979923
"IBM",2.31906826818103e-05,0.000393500432759097,"numeric",-0.823393344831045,13.7589584183965
"AMD",0.00133672323219276,0.000481070378522297,"numeric",0.426066646645814,13.8726913587208
"ELV",0.000887054705473541,0.000689031819573138,"numeric",-0.247100515383188,14.8910461160353
"PLD",0.000604403851880093,0.00117205303933599,"numeric",-0.794495669111469,16.3499425584468
"BA",0.000470369613227176,0.000751625482555696,"numeric",-0.54840256880302,23.315781368411
"INTU",0.000793629643862519,0.00117258762846806,"numeric",-0.2060785776214,12.7542903478676
"SCHW",0.000688605370663474,0.000961400268079338,"numeric",-0.115325622774707,8.74246027544816
"INTC",0.000227795997740605,0.000620498646793255,"numeric",-0.680380488548494,17.1714473342541
"DE",0.00069896514781975,0.000768093024452909,"numeric",-0.30804925808382,12.2458940258694
"CVS",0.000318926685270258,0.000755280370808187,"numeric",-0.735416769616788,12.4590533863059
"BLK",0.000600240429223651,0.00087453735568932,"numeric",-0.209714380200814,11.3541221058463
"MDT",0.000357638024817643,0.000696026955653295,"numeric",-0.491899712762777,12.2469832778138
"LMT",0.000746145064608382,0.00107965804396049,"numeric",-0.718801260651392,18.1334867174518
"GILD",0.000419250242901176,0.000571207556702369,"numeric",-0.293148092619284,9.54686274463989
"AXP",0.000486641341487245,0.00075475651137058,"numeric",0.510042972703446,23.6503870675146
"AMT",0.000485536368798162,0.000796491149565703,"numeric",-0.195546500512906,13.7881470572803
"C",0.000166747051175617,0.000271288082527299,"numeric",-0.490450832361195,18.0625867284305
"CI",0.000703432118698712,0.00078588673988822,"numeric",-0.4787216103731,13.8530320129751
"AMAT",0.000944962268142357,0.00113880771630948,"numeric",-0.432319939884771,9.27317756749772
"TJX",0.000577539308694136,0.000541432392736851,"numeric",-0.74588180148059,22.2511382211824
"CB",0.00048792718589328,0.000738169433333269,"numeric",-0.986361415102132,20.3570624007497
"BKNG",0.000527539343267464,0.000800589453724854,"numeric",-0.291340968164629,11.1909456493893
"ADP",0.000672092348688382,0.0011781458603588,"numeric",-0.721566184114224,17.910295623307
"PYPL",0.000418159999224471,0.000927989869728307,"numeric",-0.726250571685916,15.9290237803165
"NOW",0.00106927124395766,0.00171715154475738,"numeric",-0.0866564781450038,6.91941999431989
"TMUS",0.00087853091487979,0.00102095464431073,"numeric",-0.305265891365693,11.2365726851747
"MDLZ",0.00043309044957911,0.000610512359147997,"numeric",-0.0147058410934747,11.9805840849006
"ADI",0.00062704156321224,0.00097048932603716,"numeric",-0.30225920165644,11.655166103555
"GE",-0.000100995705509188,0,"numeric",-0.127638730490024,10.5189530709894
"ISRG",0.000587961933554903,0.00124860679373295,"numeric",-0.361123518831207,13.9025357904838
"MMC",0.000705390587045792,0.00107392825838382,"numeric",-0.417693024456714,17.4826311063835
"SYK",0.000647327059148968,0.000984858937084887,"numeric",-0.489739552899582,15.9485766739436
"VRTX",0.000789025842844278,0.000523969023341841,"numeric",3.53506346346393,69.5816413389628
"REGN",0.000564328668100936,0.000128662461142959,"numeric",0.585856071324235,6.90255048708717
"MO",0.000352033545788127,0.00095607262575248,"numeric",-1.0413451161541,11.0372186988752
"SLB",1.58672008596727e-05,-0.000134977924417967,"numeric",-0.884494616141078,21.1622711212045
"PGR",0.000849380791184405,0.0009056340875504,"numeric",-0.109653663649541,10.1956239381498
"TGT",0.000532108288837706,0.000837506280895184,"numeric",-1.38131919729428,36.5723991224943
"DUK",0.000345693459537336,0.000897694631190937,"numeric",-0.340560576103917,18.5857805057164
"EOG",0.000385939610411323,0.000316966337588376,"numeric",-1.27793322417046,26.8301893177104
"ZTS",0.000693793642747481,0.000849340197396131,"numeric",-0.410886932740873,13.6585603063815
"SO",0.000349328369273597,0.000633286959814683,"numeric",0.198176809373387,28.0350570268302
"BDX",0.000525502405739814,0.000898962259848979,"numeric",-0.523376170703223,12.0017800270446
"APD",0.000645550860812456,0.000648228464636524,"numeric",-0.191175237018878,13.3341944431138
"EQIX",0.000578553034622328,0.000949659478990839,"numeric",-0.113330613257699,8.19864102494173
"LRCX",0.00106005037225855,0.00139680350816906,"numeric",-0.194425995592284,9.83609136078362
"FISV",0.00065361768884649,0.00103683263517595,"numeric",-0.774565456459841,16.7615107652065
"USB",0.000276551993641445,0.000751577848042029,"numeric",-0.272497590733066,18.2084417095794
"PNC",0.000513446480877589,0.000835508681605646,"numeric",-0.408185463634539,14.9641268405529
"ITW",0.000617972492753153,0.000962716713397427,"numeric",-0.0718234916378703,15.5120433237346
"BSX",0.000812300144381115,0.000793965901176197,"numeric",-0.182404177769556,10.3855361996187
"AON",0.000717524728160889,0.001025191681717,"numeric",-0.618492186470852,22.3151323464535
"MU",0.00087421844497245,0.00118886132240403,"numeric",-0.308577158266674,6.74338180943683
"TFC",0.000321107931103341,0.000803746098418046,"numeric",-0.621366612905533,19.5464509035065
"CSX",0.000669242633131382,0.000709016226126291,"numeric",0.2425757260218,19.4266487014658
"NOC",0.000812640540592762,0.00107040968043304,"numeric",-0.189743740530967,10.7141734990165
"HUM",0.00082264429191943,0.000910229864032885,"numeric",-0.128632454039042,21.5099049628033
"ETN",0.000523486321153773,0.000630364483819257,"numeric",0.176934626153997,17.5108987670539
"CCI",0.000391993800582841,0.000656178237973037,"numeric",-0.243203479207641,11.0837081570342
"EL",0.000638809140193564,0.000808251125197224,"numeric",-0.181013806798458,10.7078862704706
"MMM",0.000191004861406837,0.000719372634288895,"numeric",-0.857042101180903,14.4011906690171
"FCX",0.000175836967441994,0,"numeric",0.0358947311652652,9.16056332565477
"CME",0.000650059014842622,0.000904442867557975,"numeric",-1.29778324004153,25.2594184255843
"CL",0.000226261559352133,0.000438239547123409,"numeric",-0.0740884597124652,13.9363022956402
"MPC",0.000671063854155435,0.00151466867675509,"numeric",-0.859389140865589,18.560636341128
"ICE",0.00062128293565204,0.000998978475347023,"numeric",-0.57007742681071,11.1601781972608
"MRNA",0.00215499832593848,-0.000571591898958168,"numeric",0.278724055843738,5.37562242775706
"WM",0.000691417643990016,0.000953693971435854,"numeric",-0.589196709368816,16.2814999578428
"NSC",0.000622709714790885,0.00116599336335721,"numeric",-0.168212520976826,13.4229013903858
"GM",0.000221553213503174,0.000580607169654801,"numeric",-0.194846145712534,11.5196189940443
"SHW",0.00063392818288663,0.000769874965846462,"numeric",-0.866299674339676,19.3884082596475
"KLAC",0.000995659008097721,0.0015081481334267,"numeric",0.0797917983300451,10.0740080947099
"PXD",0.000363603325291661,0.000594056515137886,"numeric",-1.85761401293798,40.7387766770149
"HCA",0.000846118114142057,0.000830818052438786,"numeric",-0.625570946224373,22.8574157017745
"ATVI",0.000797137199674846,0.000905278164117895,"numeric",0.639610093511925,17.6624024803837
"MCK",0.000566086332527461,0.000961690824131445,"numeric",-1.18810208082281,25.1406256718055
"VLO",0.000724868697257205,0.00114232300146799,"numeric",0.0605048586124083,15.2955760859465
"SNPS",0.000943690436158697,0.00148884870004551,"numeric",-0.254855132624971,9.21130523792655
"EMR",0.000312826818217246,0.00069919262461493,"numeric",-0.955402320331876,22.0284318221078
"F",0.000169732532084937,0,"numeric",0.122223343663519,11.2902551548963
"D",0.000227025715168712,0.00057406440499097,"numeric",-0.579614831727662,24.9999998063476
"DG",0.000700452620064479,0.000431859101278853,"numeric",-0.547325404432167,19.2150595963143
"GD",0.000556219226056765,0.00104582690944088,"numeric",-0.434857627976646,9.45931102652458
"MCO",0.000766378388308849,0.00137289362752657,"numeric",-0.421823554444009,15.0665652881532
"SRE",0.000433500294763336,0.000884052332581042,"numeric",-0.933945744766266,29.1846010828611
"CDNS",0.00101281018552001,0.00128140822357103,"numeric",-0.0127700762643628,9.57656413015928
"MET",0.000461725057462288,0.000770349961463079,"numeric",-0.727139251679556,16.5165487088741
"AEP",0.000442970541333185,0.00118326226836096,"numeric",-0.435358844763429,14.6478890062167
"NXPI",0.000769538103497183,0.00073402610923079,"numeric",-0.346190757827725,12.2597499718702
"PSX",0.000368657094898486,0.000878094877191593,"numeric",-0.17275063678675,12.2972076888729
"PSA",0.000435421595655837,0.000921435800441905,"numeric",-0.820480677106095,9.96189790024112
"JCI",0.000443017502559678,0.000937016937539781,"numeric",-0.496270834654521,9.62274550751369
"APH",0.000646211250351936,0.00115105493487189,"numeric",-0.842738637952032,12.5038260034635
"EW",0.000633958201526977,0.00105163385417395,"numeric",-1.07014031741607,23.1892724016242
"OXY",7.6616084900065e-05,0.000146287477152729,"numeric",-4.64708089239663,132.214492690003
"AIG",0.000299729871914429,0.000767364151272876,"numeric",-1.07696656331382,22.7661564113674
"MAR",0.000633408480000071,0.000808601001701881,"numeric",0.044385755877513,13.5191535930511
"ADSK",0.000694555383640403,0.00101955827846734,"numeric",-0.125849150357674,10.4747590079154
"GIS",0.000386597391976291,0.000997750114586804,"numeric",-0.677291225197684,12.6103102277057
"FDX",0.000326228081250799,0.000601143641815405,"numeric",-1.14714508151212,21.1592441840248
"AZO",0.000757541320875928,0.000616810219562502,"numeric",-1.43690861506193,19.5849525177238
"CTVA",0.000914714413724625,0.001050198226906,"numeric",-0.498168529089617,9.82498350246974
"COF",0.000332054664942368,0.000430969579735319,"numeric",-0.844798365968887,21.6409304985942
"CMG",0.00066969832342829,0.000589350810254352,"numeric",0.617237593357608,15.1715445830364
"ADM",0.000524149814316059,0.00122084631268304,"numeric",-0.578471551914349,8.3533737904293
"ROP",0.000541794384650833,0.00103640667658222,"numeric",-0.594924729757322,12.2532105925114
"TRV",0.00047145190880986,0.00100295390989391,"numeric",-2.31172003718755,41.1461730593881
"A",0.000675040754004247,0.00113687240698201,"numeric",-0.357142572597713,7.98276424269827
"FIS",0.000349766086814418,0.000943962332542903,"numeric",-3.10905649806519,63.0858737231978
"NUE",0.000633274822908234,0.000386894611502431,"numeric",-0.246965622802964,8.14906324244351
"KMB",0.000304858940776838,0.000470063642247887,"numeric",-0.284065588374012,10.8802894394234
"CNC",0.00078749166891318,0.00086865505489131,"numeric",-0.426806163183989,11.2513778635029
"MSCI",0.00114183470676935,0.00157245080632329,"numeric",-0.0684433427547485,11.3352028593471
"MSI",0.000671546455183676,0.00106915491626758,"numeric",-0.286897763479018,13.255149961939
"IQV",0.000692211330028218,0.000976147020971929,"numeric",-0.415209541465048,14.7283462513315
"MCHP",0.000687625944743558,0.00109158050508773,"numeric",-0.497178493284175,12.6270494863186
"O",0.000388141672141561,0.0012196484332283,"numeric",-3.29461658350027,66.0493729644943
"DOW",0.000384849326409767,0.00042580030056727,"numeric",-0.981941143014886,16.9971448144716
"AFL",0.000490061347905463,0.000978795658232112,"numeric",-0.197853462670367,43.9752517190801
"BIIB",0.000261073807953974,7.36650109045556e-05,"numeric",1.02291252056946,61.7514527473397
"DXCM",0.00135265222449649,0.0014021465922287,"numeric",-0.167481787379246,24.9383972226882
"NEM",0.000131788576355843,0.00022336288881597,"numeric",-0.159438750911634,6.86000501320289
"EXC",0.000413093611924452,0.00111324675522528,"numeric",-0.330460631764026,21.8919065312774
"SPG",0.000111231254315802,0.000767047739929971,"numeric",-1.16074472568077,41.7458117211712
"PH",0.000589162419772584,0.000569707671039588,"numeric",-0.494483666876454,15.9333122438753
"TT",0.000765886187582152,0.0010138073439343,"numeric",-0.247512337958678,8.65632394594033
"HES",0.000469298761974919,0.000828459690203953,"numeric",-1.02346165168941,25.8042615776234
"CHTR",0.000628088089132136,0.000475639518354498,"numeric",-0.334812835011743,12.7251381707291
"DVN",0.000188715648929245,0.000431910044679462,"numeric",-1.09251585399021,23.8753891247301
"ROST",0.000616577766361898,0.000817892131002473,"numeric",-1.00483449292085,26.3154940793853
"AJG",0.000767660663914396,0.00118430787995294,"numeric",-0.996969656382829,22.0293462847883
"LHX",0.000654710430661687,0.000934437713643099,"numeric",-0.191754263605144,14.0267846373069
"TEL",0.000551397340599979,0.000885783382910788,"numeric",-0.798893770460436,13.1499548350547
"MNST",0.00069000307744402,0.000532416361878063,"numeric",1.28777936287453,25.8222225717324
"IDXX",0.000916100831964004,0.00155425829875,"numeric",-0.370561252243847,11.8252702350652
"HLT",0.000538425104150566,0.000455823070882655,"numeric",-0.12636655967704,8.76628401101885
"SYY",0.000456011623070122,0.000524028490584083,"numeric",-0.675857018277748,36.3703108971766
"WMB",0.0002039516440113,0.000538869861811619,"numeric",-1.40027079197205,50.2627374574777
"PRU",0.000396071232986412,0.000484037734371334,"numeric",-0.883540216908526,21.7722142364839
"CARR",0.00189707417689252,0.00114056777238081,"numeric",1.05827211422973,16.0087966934813
"ECL",0.000332608339062771,0.000784525363958011,"numeric",-0.0552561400836651,22.8806918758531
"CTAS",0.000978406248770326,0.00139153267651526,"numeric",-0.624031695471675,21.2793341931326
"PCAR",0.000478265928221846,0.000563916792333252,"numeric",0.172415151471241,8.16202955614678
"AMP",0.000754661726930858,0.00112734783840551,"numeric",-0.571172122353055,25.9864152666924
"XEL",0.000489149675966713,0.000890100002272742,"numeric",-0.776310923035952,17.8679770898695
"STZ",0.000756244384072229,0.000691897387627982,"numeric",1.30856902367621,56.991879237246
"HAL",0.000121990082230788,0,"numeric",-2.01926126123374,40.5666029615562
"PAYX",0.000625575919394577,0.000879637902213126,"numeric",-1.07266406066172,33.8446592087775
"BK",0.000340749878822739,0.000748621507854708,"numeric",-0.510726624800607,14.0973204095885
"YUM",0.000467471214890058,0.00083302037891464,"numeric",-0.319063793703004,34.0923920046616
"DD",0.000282189098041268,0.000340433395774831,"numeric",0.0989132590525804,10.7951190797815
"TDG",0.00087970316743445,0.00116541773861023,"numeric",-0.668520793992647,27.2743172056084
"KMI",-7.66720816309311e-05,0,"numeric",-0.87300513310161,20.7722221950593
"WELL",0.000259822769094654,0.00141852158268918,"numeric",-0.978598913575248,37.346735714712
"CMI",0.000415582448453272,0.000657164997879711,"numeric",0.0804421880711786,13.7260036530548
"ALL",0.000530625035818994,0.000816383100018747,"numeric",-1.35428672016415,19.3723691670356
"CTSH",0.000249332878718569,0.000607006644195884,"numeric",-1.04597274493433,17.6007470427225
"OTIS",0.000877136248726962,0.000550737493731468,"numeric",0.293717321411481,9.55068408874219
"MTD",0.000806964489289907,0.00128962326444437,"numeric",-0.246711719641812,7.56550864082117
"FTNT",0.000990803877515123,0.00195503483580328,"numeric",-0.518696537515123,14.129226839576
"EA",0.000863887667497065,0.000969347575153989,"numeric",0.690008825010835,13.553713446587
"ED",0.00035638414175704,0.0011015478836498,"numeric",-0.358208816353008,25.9735144668762
"ILMN",0.000532900922609866,0.000753833037107299,"numeric",-1.04312260296343,17.9728313530224
"STT",0.000344197460382424,0.000775037899788167,"numeric",-0.297851312553323,15.4215391757928
"RMD",0.0007215101835019,0.00159650474145323,"numeric",-1.31866534773029,24.9059281330859
"AME",0.00054692417634327,0.000925105700226414,"numeric",-0.968968167408219,23.1067587658433
"ALB",0.000640080271252993,0.00135822684462639,"numeric",-0.745565271544147,10.5343534447704
"HSY",0.000523592478460884,0.000720972213978932,"numeric",-0.886749638022383,33.079878807451
"DLR",0.000362389260157169,0.00135855927666073,"numeric",-0.626100559946999,12.259850223482
"VICI",0.000617909976020341,0.00109236279544356,"numeric",-3.43890141786613,57.2163126893938
"WBD",-0.0003209911140207,-0.00023510686140682,"numeric",-1.09398717600247,16.6273924796914
"ROK",0.000549517462160028,0.00069531387723476,"numeric",-0.480951124714926,17.4105222101234
"KHC",-0.000144320960208883,0.000345772752491591,"numeric",-2.57766683842312,60.8821794487151
"KEYS",0.00088687417458732,0.000970522379850403,"numeric",0.335696402776429,9.35405814723315
"BKR",0.000117301421648081,0,"numeric",-0.221227488147563,12.20144908817
"SBAC",0.00056623402547545,0.000792743899909354,"numeric",0.0322143001417549,7.62077302407811
"DFS",0.000505460670933741,0.000799683741264268,"numeric",-1.58202223445465,39.2998458272321
"ON",0.000906262181937149,0.00156122848362061,"numeric",-0.462970107610723,13.5076914923843
"CSGP",0.000837426776945455,0.000761976180173818,"numeric",0.24295677278815,11.9836199275149
"DLTR",0.00052245098700823,0.000648421232873453,"numeric",-0.629742570277682,24.031233830003
"GPN",0.00063493240299825,0.00149157715526993,"numeric",-0.312127445679862,17.6851680179306
"DHI",0.000661293704272133,0.000766961458805504,"numeric",-0.404258532227673,11.0758082909951
"ANET",0.00101717253287217,0.00173616452702352,"numeric",-0.340833874730123,14.964006858642
"PEG",0.000418031194193519,0.000916527374880793,"numeric",-0.357719047140892,10.804965787145
"URI",0.000874894468527043,0.00168004514932019,"numeric",-0.456895908173316,9.63310567926367
"APTV",0.000525922151499469,0.000999689793299563,"numeric",-1.81152151948654,33.4176019440236
"OKE",0.000463453395268062,0.0011065601899416,"numeric",-2.66234050195041,58.3227683986771
"PPG",0.000311612638778279,0.00064871883617279,"numeric",-0.588269138889299,10.998908078482
"ODFL",0.00105107390239691,0.00139145168535126,"numeric",-0.276819129941402,7.65035453408749
"ENPH",0.00160327736911658,0.000724038121557413,"numeric",-0.0786667152920347,11.284978940266
"KDP",0.000711411463752629,0.000882117411529881,"numeric",1.54503462944953,49.6285998357038
"WEC",0.000486814054317704,0.00118933838106905,"numeric",-1.41593938945982,32.023004452748
"KR",0.000550522889635011,0.00103982557264848,"numeric",-0.935448794962769,16.4724709899707
"FAST",0.000396009546168573,0.000578881495624017,"numeric",0.147025123733084,10.9548380944475
"IFF",0.000280850254298296,0.000488920782281355,"numeric",-0.766533626532652,17.1082470010343
"CPRT",0.000854842232988074,0.00111576022732907,"numeric",-0.349379146672815,14.8847005289324
"AWK",0.000635380498785955,0.00130635235124243,"numeric",-0.319303151510975,18.2387774458221
"VRSK",0.000496353664211466,0.00100591782435266,"numeric",-0.540927272744696,15.2987723822644
"ES",0.000409723890245556,0.000955015314020091,"numeric",-0.218605403734361,20.9652636433641
"CEG",0.00277322509250964,0.00210095447017267,"numeric",0.445400434441072,5.74068102235554
"WTW",0.000478745205762063,0.000840357406865166,"numeric",-0.353059011778063,14.7024550258107
"ABC",0.00059661955109462,0.00117685958598557,"numeric",-0.288544137639089,11.7906954552496
"CBRE",0.000565652783113406,0.000872190768007819,"numeric",-0.283583372827176,13.7815051346149
"MTB",0.000271192554652301,0.000849991489730861,"numeric",0.207020515913861,17.9225892180961
"EFX",0.000596575177297747,0.000983159625087104,"numeric",-0.710337038270417,16.2545231930041
"EBAY",0.000333077826865363,0.000642783221219911,"numeric",-0.31683187845327,10.0356541039603
"ZBH",0.000292992293303409,0.000319434042507005,"numeric",-0.0487817585337803,14.5744308732191
"ULTA",0.000639255487881881,0.000699426689242166,"numeric",-1.31230185473538,36.4173542955133
"IT",0.000774306668036335,0.00112472953476495,"numeric",-0.529756663014902,20.0351625111533
"GWW",0.00048337477100145,0.000774468151889529,"numeric",0.0568163601019355,16.234449884279
"WBA",9.7341381614089e-05,0.000186793413069264,"numeric",-0.681091802223203,11.097268071076
"HPQ",0.000685348687012652,0.00119884526191161,"numeric",-0.590486912307309,14.5820366951646
"EIX",0.000297005518893045,0.000821454598161964,"numeric",-1.03711427497057,19.391955420828
"CDW",0.00101983303079227,0.00133268030311751,"numeric",-0.34417675157448,10.8531050609938
"TROW",0.000341684844557199,0.000810412191355248,"numeric",0.0122740133416109,13.7024881963656
"GLW",0.000490155864589801,0.000811569811908441,"numeric",-0.168496149051633,13.7693482000957
"LEN",0.000404803085649046,0.00020105605393228,"numeric",-0.121761569395249,12.8422568605729
"FANG",0.000851027670769872,0.00179269841740792,"numeric",-2.20716147200573,48.6399084407109
"FRC",0.000601202296365542,0.000791548165012923,"numeric",-0.66745155514268,15.8352636612854
"PCG",-0.000304576055790248,0.00073433562544567,"numeric",-3.05217751407561,101.780019428608
"RSG",0.000654384096515582,0.000980549161719413,"numeric",-1.10179140020342,18.7590399280542
"WY",0.000213493762265711,0.000794584733456727,"numeric",-0.971011949391595,32.9533551900668
"GEHC",0.00490899585273287,0.0010100134513773,"numeric",0.599739677490425,3.75354250060499
"TSCO",0.00068097065589308,0.000894773098148338,"numeric",-0.621411178210905,13.8330608370662
"HIG",0.000549619935594961,0.000998303343212825,"numeric",-0.485906509127407,43.2230673351133
"FITB",0.000447974835782596,0.00101663418757569,"numeric",-0.668534239021741,20.0802644078857
"AVB",0.000232517300370753,0.000832823910282166,"numeric",-0.785461347202378,20.9114267473729
"DAL",0.000504823149559543,0.000770920733276004,"numeric",-0.754978353213827,18.7976800308392
"LYB",0.000369432588816628,0.000519582664568752,"numeric",-1.17684632062247,22.44076061588
"VMC",0.000510819360419376,0.000146194321959392,"numeric",0.0345622057032775,13.5471919059061
"FTV",0.00032698486721428,0.000428476825759638,"numeric",-0.310191645449454,17.022565028351
"ACGL",0.000579487700693121,0.000999690141249232,"numeric",-0.844388391500025,23.4101249308041
"GPC",0.000484660627080942,0.00117600249472272,"numeric",-0.0938339212913702,23.4240583981075
"ARE",0.000446422141389819,0.000869092401710958,"numeric",-0.941607465558869,20.2919064304653
"ANSS",0.000526464093542806,0.00113084570412791,"numeric",-0.0710858666493817,10.5353929920895
"BAX",0.000150204854887315,0.000808295858478303,"numeric",-0.93453669884646,13.8689197894624
"LH",0.000420172948413779,0.000611584855628067,"numeric",-1.48549049275752,25.8513840161869
"AEE",0.000531209387672219,0.00100280437712508,"numeric",-0.4612143709199,23.9285849234129
"IR",0.000679683465613619,0.000906238357929023,"numeric",-0.2963598222745,9.25945727382945
"DTE",0.000448198321723645,0.00105039312079924,"numeric",-1.11652696857446,24.6967145898815
"MLM",0.000555009412911212,0.00035861991957109,"numeric",0.0354902490991874,9.66105845775345
"FE",0.000160897861275667,0.000961495190172634,"numeric",-2.09057882798394,38.9152460025352
"RF",0.000568610654731283,0.000957665346912773,"numeric",-0.638217560672522,14.4062367857463
"ETR",0.000369430848057285,0.000709024039172057,"numeric",-0.823994154245578,21.9968837633156
"RJF",0.000624480576633052,0.0010147623067156,"numeric",-0.0529431439772062,10.9542600033901
"HBAN",0.000463951629505076,0.00101365292180766,"numeric",-0.124358083525592,11.3645419434194
"PPL",0.000224113169296926,0.000891541878972557,"numeric",-0.637419144160556,17.8904312487236
"DOV",0.000555556888018098,0.000904553067841984,"numeric",-0.637267189465789,15.0438559577263
"PWR",0.00067450842010217,0.00110145594437938,"numeric",-1.92550150731939,36.2798952567044
